"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"45","295.1981366126893","180.74874545365682","0.0042724609375","0.004638671875","0.00390625","2280","0.00033057482237641435","32","0.00033057482237641435","0","0.00033057482237641435","0.00033057482237641435","44:0.0021777798743166654;46:0.00165346421781426;37:0.0019471623058001652","44:68;46:68;37:68","44:0.0020705139858222255;46:0.0017350652487254647;37:0.0019430357781178575","0.0042724609375","0.003662109375","Yes"
"46","131.1535797002894","127.97031519667888","0.0067138671875","0.010986328125","0.00244140625","2280","0.00031614226646276526","32","0.00031614226646276526","0","0.00031614226646276526","0.00031614226646276526","45:0.00165346421781426;47:0.001957655557303123","45:68;47:68","45:0.0017350652487254647;47:0.001951431041792434","0.0067138671875","0.003662109375","Yes"
"47","392.68117539852324","288.6287774246909","0.0076904296875","0.007080078125","0.00830078125","2280","0.0005666908915200278","32","0.0005666908915200278","0","0.0005666908915200278","0.0005666908915200278","48:0.002784352487554681;57:0.001862401177930767;46:0.001957655557303123","48:68;57:68;46:68","48:0.002945331346069474;57:0.002138423230869435;46:0.001951431041792434","0.0076904296875","0.00634765625","Yes"
"48","247.1016287963677","21.05185559371407","0.005615234375","0.009033203125","0.002197265625","2280","0.00020911260284585365","32","0.00020911260284585365","0","0.00020911260284585365","0.00020911260284585365","47:0.002784352487554681;49:0.0015246605456825102","47:68;49:68","47:0.002945331346069474;49:0.0019866429194838886","0.005615234375","0.00341796875","Yes"
"49","304.3862368572346","117.20765067199248","0.011474609375","0.010498046875","0.012451171875","2280","0.00028458797721254314","32","0.00028458797721254314","0","0.00028458797721254314","0.00028458797721254314","48:0.0015246605456825102;50:0.0014840239087058615;38:0.0022044581825256537","48:68;50:68;38:68","48:0.0019866429194838886;50:0.0017188046438774418;38:0.0018243180285938687","0.011474609375","0.01318359375","Yes"
"50","325.3154372661214","321.24127346514075","0.008056640625","0.013427734375","0.002685546875","2280","0.00020810089086217913","32","0.00020810089086217913","0","0.00020810089086217913","0.00020810089086217913","49:0.0014840239087058615;51:0.001680650198276401","49:68;51:68","49:0.0017188046438774418;51:0.0010628672837288966","0.008056640625","0.00537109375","Yes"
"51","349.74346802699006","252.26693690664663","0.031982421875","0.026123046875","0.037841796875","2280","0.00011741306915394167","32","0.00011741306915394167","0","0.00011741306915394167","0.00011741306915394167","50:0.001680650198276401;52:0.002042345177412641;58:0.0016640541352989369","50:68;52:68;58:68","50:0.0010628672837288966;52:0.001617022826929465;58:0.0014881894175348964","0.031982421875","0.024169921875","Yes"
"52","314.3289401645361","53.31746770142228","0.0159912109375","0.024169921875","0.0078125","2280","0.0002496774811815305","32","0.0002496774811815305","0","0.0002496774811815305","0.0002496774811815305","51:0.002042345177412641;53:0.0015748210702773713","51:68;53:68","51:0.001617022826929465;53:0.001297060658466187","0.0159912109375","0.016845703125","Yes"
"53","330.89276335305277","88.95016017922788","0.0057373046875","0.00830078125","0.003173828125","2280","0.0002805262920851077","32","0.0002805262920851077","0","0.0002805262920851077","0.0002805262920851077","39:0.001208032594708336;52:0.0015748210702773713;54:0.001520451470908124","39:68;52:68;54:68","39:0.0013146296987544548;52:0.001297060658466187;54:0.0019898334393486095","0.0057373046875","0.00341796875","Yes"
"54","314.29466031067227","161.91013089451695","0.0413818359375","0.07470703125","0.008056640625","2280","0.00018186591607034227","32","0.00018186591607034227","0","0.00018186591607034227","0.00018186591607034227","53:0.001520451470908124;55:0.002191128708497192","53:68;55:68","53:0.0019898334393486095;55:0.003140563599393409","0.0413818359375","0.01708984375","Yes"
"55","381.1819114876681","107.4030306095555","0.0093994140625","0.0087890625","0.010009765625","2280","0.00026519559056591456","32","0.00026519559056591456","0","0.00026519559056591456","0.00026519559056591456","59:0.0010096097630850065;54:0.002191128708497192","59:68;54:68","59:0.0008541115850314307;54:0.003140563599393409","0.0093994140625","0.011474609375","Yes"
